 ;Iris-setosa;Iris-setosa1;Iris-setosa2;Iris-setosa3;Iris-setosa4;Iris-setosa5;Iris-setosa6;Iris-setosa7;Iris-setosa8;Iris-setosa9;Iris-setosa10;Iris-setosa11;Iris-setosa12;Iris-setosa13;Iris-setosa14;Iris-setosa15;Iris-setosa16;Iris-setosa17;Iris-setosa18;Iris-setosa19;Iris-setosa20;Iris-setosa21;Iris-setosa22;Iris-setosa23;Iris-setosa24;Iris-setosa25;Iris-setosa26;Iris-setosa27;Iris-setosa28;Iris-setosa29;Iris-setosa30;Iris-setosa31;Iris-setosa32;Iris-setosa33;Iris-setosa34;Iris-setosa35;Iris-setosa36;Iris-setosa37;Iris-setosa38;Iris-setosa39;Iris-setosa40;Iris-setosa41;Iris-setosa42;Iris-setosa43;Iris-setosa44;Iris-setosa45;Iris-setosa46;Iris-setosa47;Iris-setosa48;Iris-setosa49;Iris-versicolor;Iris-versicolor51;Iris-versicolor52;Iris-versicolor53;Iris-versicolor54;Iris-versicolor55;Iris-versicolor56;Iris-versicolor57;Iris-versicolor58;Iris-versicolor59;Iris-versicolor60;Iris-versicolor61;Iris-versicolor62;Iris-versicolor63;Iris-versicolor64;Iris-versicolor65;Iris-versicolor66;Iris-versicolor67;Iris-versicolor68;Iris-versicolor69;Iris-versicolor70;Iris-versicolor71;Iris-versicolor72;Iris-versicolor73;Iris-versicolor74;Iris-versicolor75;Iris-versicolor76;Iris-versicolor77;Iris-versicolor78;Iris-versicolor79;Iris-versicolor80;Iris-versicolor81;Iris-versicolor82;Iris-versicolor83;Iris-versicolor84;Iris-versicolor85;Iris-versicolor86;Iris-versicolor87;Iris-versicolor88;Iris-versicolor89;Iris-versicolor90;Iris-versicolor91;Iris-versicolor92;Iris-versicolor93;Iris-versicolor94;Iris-versicolor95;Iris-versicolor96;Iris-versicolor97;Iris-versicolor98;Iris-versicolor99;Iris-virginica;Iris-virginica101;Iris-virginica102;Iris-virginica103;Iris-virginica104;Iris-virginica105;Iris-virginica106;Iris-virginica107;Iris-virginica108;Iris-virginica109;Iris-virginica110;Iris-virginica111;Iris-virginica112;Iris-virginica113;Iris-virginica114;Iris-virginica115;Iris-virginica116;Iris-virginica117;Iris-virginica118;Iris-virginica119;Iris-virginica120;Iris-virginica121;Iris-virginica122;Iris-virginica123;Iris-virginica124;Iris-virginica125;Iris-virginica126;Iris-virginica127;Iris-virginica128;Iris-virginica129;Iris-virginica130;Iris-virginica131;Iris-virginica132;Iris-virginica133;Iris-virginica134;Iris-virginica135;Iris-virginica136;Iris-virginica137;Iris-virginica138;Iris-virginica139;Iris-virginica140;Iris-virginica141;Iris-virginica142;Iris-virginica143;Iris-virginica144;Iris-virginica145;Iris-virginica146;Iris-virginica147;Iris-virginica148;Iris-virginica149
Iris-versicolor;50;68;48;45;51;49;48;48;44;46;51;47;69;72;69;56;53;49;49;51;46;49;64;42;44;66;45;49;49;45;44;46;56;57;46;49;51;46;69;48;50;48;48;44;46;67;51;47;51;48;6;9;8;49;4;3;9;29;3;11;49;33;60;3;13;8;30;18;11;12;11;44;8;0;6;30;3;72;6;25;14;25;9;9;30;12;6;9;32;47;5;28;45;30;7;30;7;6;48;7;59;12;46;16;46;53;10;23;20;35;18;14;42;55;16;21;39;40;35;51;25;12;30;9;24;51;7;33;18;40;21;37;19;7;13;50;27;17;32;19;24;18;12;27;28;41;52;40;24;35
Iris-versicolor;46;66;44;41;47;45;44;44;40;42;47;43;67;70;67;52;49;45;45;47;42;45;60;38;40;64;41;45;45;41;40;42;52;53;42;45;47;42;67;44;46;46;44;40;42;65;47;43;47;44;8;7;10;45;6;3;11;27;3;7;47;29;58;5;7;4;30;16;11;10;13;40;12;6;0;28;7;68;4;23;12;23;7;13;30;10;8;7;28;43;5;30;43;28;3;28;1;0;46;3;53;16;50;18;50;57;10;25;24;37;22;18;46;53;20;23;43;42;39;47;27;18;36;13;26;45;11;37;22;44;25;41;23;11;17;54;29;19;36;21;26;20;16;29;30;45;48;46;26;39
Iris-versicolor;74;42;72;69;75;73;72;72;68;70;75;71;43;46;45;80;77;73;73;75;70;73;88;66;68;40;69;73;73;69;68;70;80;81;70;73;75;70;43;72;74;62;72;68;70;41;75;71;75;72;32;31;34;61;28;27;35;45;29;29;23;3;72;29;35;28;2;40;21;30;37;66;28;30;28;0;29;42;28;45;30;41;31;33;2;34;32;21;4;63;25;2;65;44;27;4;29;28;66;29;79;36;22;42;22;29;26;49;40;61;48;38;18;73;42;47;15;66;57;59;51;42;60;33;50;71;33;9;44;16;47;67;45;33;35;26;53;43;8;45;50;44;36;53;54;17;66;20;50;11
Iris-versicolor;53;71;51;48;54;52;51;51;47;49;54;50;72;75;72;59;56;52;52;54;49;52;67;45;47;69;48;52;52;48;47;49;59;60;49;52;54;49;72;51;53;51;51;47;49;70;54;50;54;51;5;8;5;50;3;4;8;32;4;10;52;32;63;2;14;7;29;21;10;15;8;45;5;3;7;29;0;71;5;28;17;28;12;6;29;11;5;10;33;48;8;27;48;33;8;33;8;7;51;8;58;9;43;13;43;50;9;20;17;32;19;11;39;58;13;18;36;37;32;50;22;13;31;6;21;50;4;30;15;37;18;38;16;4;10;47;24;14;29;16;21;15;9;24;25;38;51;41;21;32
Iris-versicolor;56;24;52;53;57;61;54;56;50;54;59;57;25;22;23;64;57;55;61;59;58;57;52;54;60;26;55;57;55;55;54;54;64;63;54;51;55;54;23;56;54;42;52;54;62;23;61;53;59;54;74;71;74;25;68;69;73;65;71;61;47;39;36;71;61;70;42;76;61;62;73;30;68;72;68;42;71;0;68;69;60;69;63;71;42;72;72;63;40;27;67;44;29;64;65;42;67;68;30;65;39;72;58;78;58;65;62;85;76;97;90;74;54;37;78;83;51;102;93;21;87;84;102;69;86;31;69;45;80;54;83;109;81;73;77;62;89;79;44;81;86;80;72;89;90;53;24;62;86;47
Iris-versicolor;50;70;48;45;51;49;48;48;44;46;51;47;71;74;71;56;53;49;49;51;46;49;64;42;44;68;45;49;49;45;44;46;56;57;46;49;51;46;71;48;50;50;48;44;46;69;51;47;51;48;6;3;6;49;2;3;7;31;3;9;51;29;62;3;11;4;26;20;7;14;9;44;8;6;4;28;5;68;0;27;16;27;11;9;26;6;4;9;32;47;7;28;47;32;7;32;5;4;50;7;53;12;46;14;46;53;6;21;20;33;22;14;42;57;16;19;39;38;35;47;23;18;36;9;22;45;7;33;18;40;21;41;19;7;15;50;25;15;32;17;22;16;12;25;26;41;48;46;22;35
Iris-versicolor;31;45;29;26;32;34;31;29;25;25;32;28;44;47;46;41;38;32;32;34;27;34;45;29;25;43;30;30;30;26;25;31;35;38;25;30;32;25;46;29;33;27;29;33;31;46;32;28;32;29;31;30;33;46;27;24;34;4;26;18;24;44;35;28;16;27;47;7;28;15;36;45;29;25;23;45;28;69;27;0;15;4;16;32;47;33;31;24;41;44;20;47;42;5;20;41;22;23;43;20;60;35;67;41;67;74;27;48;41;60;23;37;63;32;41;46;60;65;56;48;50;17;35;32;49;52;32;54;43;61;46;42;44;32;34;71;52;42;53;44;49;43;35;52;53;62;49;41;49;56
Iris-versicolor;44;54;42;39;45;43;42;42;38;40;45;41;55;58;55;50;47;43;43;45;40;43;58;36;38;52;39;43;43;39;38;40;50;51;40;43;45;40;55;42;44;34;42;38;40;53;45;41;45;42;20;19;22;37;16;13;23;15;15;7;35;29;46;17;9;16;32;16;13;2;25;40;16;14;12;30;17;60;16;15;0;11;5;21;32;22;20;9;26;37;9;32;37;16;9;26;11;12;36;9;55;24;52;30;52;59;14;37;28;49;30;26;48;43;30;35;45;54;45;39;39;24;42;21;38;47;21;39;32;46;35;49;33;21;23;56;41;31;38;33;38;32;24;41;42;47;42;44;38;41
Iris-versicolor;35;45;33;30;36;38;35;33;29;29;36;32;44;47;46;45;42;36;36;38;31;38;49;33;29;43;34;34;34;30;29;35;39;42;29;34;36;29;46;33;37;27;33;37;35;46;36;32;36;33;31;30;33;46;27;24;34;4;26;18;24;40;35;28;18;27;43;7;24;13;36;49;27;25;23;41;28;69;27;4;11;0;16;32;43;33;31;20;37;46;20;43;46;5;20;37;22;23;45;20;64;35;63;41;63;70;25;48;39;60;23;37;59;34;41;46;56;65;56;48;50;17;35;32;49;56;32;50;43;57;46;42;44;32;34;67;52;42;49;44;49;43;35;52;53;58;51;37;49;52
Iris-versicolor;43;59;41;38;44;42;41;41;37;39;44;40;60;63;60;49;46;42;42;44;39;42;57;35;37;57;38;42;42;38;37;39;49;50;39;42;44;39;60;41;43;39;41;37;39;58;44;40;44;41;15;14;17;40;11;8;18;20;10;2;40;30;51;12;6;11;33;13;14;3;20;37;15;9;7;31;12;63;11;16;5;16;0;16;33;17;15;10;27;38;6;33;36;21;4;27;6;7;39;4;52;19;53;25;53;60;13;32;27;44;27;21;49;46;25;30;46;49;42;42;34;21;39;16;33;44;16;40;27;47;30;46;28;16;20;57;36;26;39;28;33;27;19;36;37;48;43;47;33;42
Iris-versicolor;59;75;57;54;60;58;57;57;53;55;60;56;76;79;76;65;62;58;58;60;55;58;73;51;53;73;54;58;58;54;53;55;65;66;55;58;60;55;76;57;59;55;57;53;55;74;60;56;60;57;11;12;7;54;7;10;10;36;10;14;56;34;67;8;20;13;31;25;12;19;10;51;5;9;13;33;6;71;9;32;21;32;16;0;31;13;9;14;37;52;12;31;52;37;12;37;14;13;55;14;60;3;37;9;37;44;9;16;11;28;19;5;33;62;9;14;30;33;26;52;18;17;31;4;17;52;6;28;11;31;14;38;12;2;8;41;20;10;29;12;17;11;3;20;21;32;51;39;17;26
Iris-versicolor;76;44;74;71;77;75;74;74;70;72;77;73;45;48;47;82;79;75;75;77;72;75;90;68;70;42;71;75;75;71;70;72;82;83;72;75;77;72;45;74;76;64;74;70;72;43;77;73;77;74;32;29;32;63;26;27;33;47;29;31;25;3;74;29;37;30;0;42;19;32;35;68;26;30;30;2;29;42;26;47;32;43;33;31;0;32;30;23;6;65;27;2;67;46;29;6;31;30;68;31;79;34;20;40;20;27;24;47;38;59;48;36;16;75;40;45;13;64;55;59;49;42;60;31;48;71;31;7;42;14;45;67;43;31;35;24;51;41;6;43;48;42;34;51;52;15;66;20;48;9
Iris-versicolor;46;76;48;47;47;45;44;44;50;48;47;43;77;80;77;52;49;45;45;47;42;45;60;40;40;74;41;45;45;45;46;42;52;53;48;49;47;48;77;44;46;56;48;40;42;75;47;47;47;46;6;3;8;55;8;9;3;37;9;15;57;35;68;9;17;6;32;26;13;20;7;50;14;12;10;34;11;72;6;33;22;33;17;13;32;0;6;15;38;53;13;34;53;38;13;38;11;10;56;13;49;16;50;18;50;57;10;25;24;27;22;18;46;63;20;17;43;32;39;53;21;24;42;13;18;43;11;37;22;44;25;37;23;13;21;54;19;15;36;17;22;16;16;23;22;45;52;52;16;39
Iris-versicolor;50;74;48;45;51;49;48;48;48;46;51;47;75;78;75;56;53;49;49;51;46;49;64;42;44;72;45;49;49;45;44;46;56;57;46;49;51;46;75;48;50;54;48;44;46;73;51;47;51;48;2;3;2;53;4;7;3;35;5;13;55;33;66;3;15;4;30;24;11;18;5;48;8;6;8;32;5;72;4;31;20;31;15;9;30;6;0;13;36;51;11;30;51;36;11;36;9;8;54;11;53;12;46;14;46;53;10;21;20;29;18;14;42;61;16;15;39;34;35;51;19;18;36;9;18;45;7;33;18;40;21;37;19;7;15;50;21;11;32;13;18;12;12;21;22;41;52;46;18;35
Iris-versicolor;53;61;51;48;54;52;51;51;47;49;54;50;62;65;62;59;56;52;52;54;49;52;67;45;47;59;48;52;52;48;47;49;59;60;49;52;54;49;62;51;53;41;51;47;49;60;54;50;54;51;13;12;15;40;9;6;16;24;8;10;42;24;53;10;14;9;23;19;4;9;18;45;9;9;7;21;10;63;9;24;9;20;10;14;23;15;13;0;23;42;4;23;44;23;6;23;8;7;45;8;60;17;43;23;43;50;7;30;21;42;27;19;39;52;23;28;36;47;38;42;32;21;39;14;31;52;14;30;25;37;28;46;26;14;16;47;34;24;29;26;31;25;17;34;35;38;47;39;31;32
Iris-versicolor;70;38;68;65;71;69;68;68;64;66;71;67;39;42;41;76;73;69;69;71;66;69;84;62;64;36;65;69;69;65;64;66;76;77;66;69;71;66;39;68;70;58;68;64;66;37;71;67;71;68;36;35;38;57;32;29;39;41;31;27;19;3;68;33;31;32;6;36;25;26;41;62;32;32;28;4;33;40;32;41;26;37;27;37;6;38;36;23;0;59;27;6;61;40;25;2;27;28;62;25;77;40;26;46;26;33;30;53;44;65;50;42;22;69;46;51;19;70;61;57;55;44;62;37;54;69;37;13;48;20;51;69;49;37;39;30;57;47;12;49;54;48;40;57;58;21;64;22;54;15
Iris-versicolor;31;43;27;28;32;36;29;31;25;29;34;32;44;41;40;39;32;30;36;34;33;32;25;29;35;45;30;32;30;30;29;29;39;38;29;26;30;29;42;31;29;21;27;29;37;42;36;28;34;29;51;50;53;2;47;44;54;42;46;38;66;62;15;48;36;47;65;51;46;37;56;3;47;47;43;63;48;27;47;44;37;46;38;52;65;53;51;42;59;0;42;65;2;43;40;61;42;43;3;40;22;55;85;61;85;92;45;68;59;80;65;57;81;12;61;66;78;85;76;6;70;59;77;52;69;14;52;72;63;79;66;84;64;52;54;89;72;62;71;64;69;63;55;72;73;80;7;81;69;74
Iris-versicolor;49;63;47;44;50;48;47;47;43;45;50;46;64;67;64;55;52;48;48;50;45;48;63;41;43;61;44;48;48;44;43;45;55;56;45;48;50;45;64;47;49;43;47;43;45;62;50;46;50;47;11;10;13;44;7;4;14;24;6;8;44;28;55;8;12;7;27;15;8;7;16;43;9;5;5;25;8;67;7;20;9;20;6;12;27;13;11;4;27;42;0;27;40;25;4;25;6;5;43;6;58;15;47;21;47;54;7;28;21;40;23;17;43;50;21;26;40;45;36;46;30;17;35;12;29;50;12;34;23;41;26;42;24;12;14;51;32;22;33;24;29;23;15;32;33;42;47;41;29;36
Iris-versicolor;76;44;74;71;77;75;74;74;70;72;77;73;45;48;47;82;79;75;75;77;72;75;90;68;70;42;71;75;75;71;70;72;82;83;72;75;77;72;45;74;76;64;74;70;72;43;77;73;77;74;30;31;32;63;26;27;33;47;27;31;25;5;74;27;37;30;2;42;21;32;35;68;26;28;30;2;27;44;28;47;32;43;33;31;2;34;30;23;6;65;27;0;67;46;29;6;31;30;68;31;81;34;20;40;20;27;26;47;38;59;46;36;16;75;40;45;13;64;55;61;49;40;58;31;48;73;31;7;42;14;45;65;43;31;33;24;51;41;6;43;48;42;34;51;52;15;68;18;48;9
Iris-versicolor;29;43;25;26;30;34;27;29;23;27;32;30;44;41;40;37;30;28;34;32;31;30;23;27;33;45;28;30;28;28;27;27;37;36;27;24;28;27;42;29;27;21;25;27;35;42;34;26;32;27;51;50;53;4;47;44;54;42;46;38;66;64;15;48;36;47;67;49;48;37;56;3;49;45;43;65;48;29;47;42;37;46;36;52;67;53;51;44;61;2;40;67;0;43;40;61;42;43;3;40;22;55;87;61;87;94;47;68;61;80;63;57;83;12;61;66;80;85;76;8;70;57;75;52;69;14;52;74;63;81;66;82;64;52;54;91;72;62;73;64;69;63;55;72;73;82;9;81;69;76
Iris-versicolor;32;40;30;27;33;35;32;30;26;26;33;29;39;42;41;42;39;33;33;35;28;35;46;30;26;38;31;31;31;27;26;32;36;39;26;31;33;26;41;30;34;22;30;34;32;41;33;29;33;30;36;35;38;41;32;29;39;1;31;23;23;43;30;33;21;32;46;12;27;18;41;46;32;30;28;44;33;64;32;5;16;5;21;37;46;38;36;23;40;43;25;46;43;0;25;40;27;28;42;25;61;40;66;46;66;73;30;53;44;65;28;42;62;31;46;51;59;70;61;43;55;22;40;37;54;53;37;53;48;60;51;47;49;37;39;70;57;47;52;49;54;48;40;57;58;61;48;40;54;55
Iris-versicolor;47;63;45;42;48;46;45;45;41;43;48;44;64;67;64;53;50;46;46;48;43;46;61;39;41;61;42;46;46;42;41;43;53;54;43;46;48;43;64;45;47;43;45;41;43;62;48;44;48;45;11;10;13;42;7;4;14;24;6;4;44;26;55;8;8;7;29;13;10;7;16;39;11;7;3;27;8;65;7;20;9;20;4;12;29;13;11;6;25;40;4;29;40;25;0;25;2;3;43;2;54;15;49;21;49;56;9;28;23;40;25;17;45;50;21;26;42;45;38;44;30;19;37;12;29;46;12;36;23;43;26;44;24;12;16;53;32;22;35;24;29;23;15;32;33;44;45;45;29;38
Iris-versicolor;70;38;68;65;71;69;68;68;64;66;71;67;39;42;41;76;73;69;69;71;66;69;84;62;64;36;65;69;69;65;64;66;76;77;66;69;71;66;39;68;70;58;68;64;66;37;71;67;71;68;36;35;38;59;32;29;39;41;31;29;19;3;68;33;33;32;6;36;25;26;41;64;32;30;28;4;33;42;32;41;26;37;27;37;6;38;36;23;2;61;25;6;61;40;25;0;27;28;62;27;79;40;26;46;26;33;30;53;44;65;48;42;22;69;46;51;19;70;61;59;55;42;60;37;54;71;37;13;48;20;51;67;49;37;39;30;57;47;12;49;54;48;40;57;58;21;66;20;54;15
Iris-versicolor;45;65;43;40;46;44;43;43;39;41;46;42;66;69;66;51;48;44;44;46;41;44;59;37;39;63;40;44;44;40;39;41;51;52;41;44;46;41;66;43;45;45;43;39;41;64;46;42;46;43;9;8;11;44;7;4;12;26;4;6;46;28;57;6;6;5;31;15;12;9;14;39;13;7;1;29;8;67;5;22;11;22;6;14;31;11;9;8;27;42;6;31;42;27;2;27;0;1;45;2;52;17;51;19;51;58;11;26;25;38;23;19;47;52;21;24;44;43;40;46;28;19;37;14;27;44;12;38;23;45;26;42;24;12;18;55;30;20;37;22;27;21;17;30;31;46;47;47;27;40
Iris-versicolor;46;66;44;41;47;45;44;44;40;42;47;43;67;70;67;52;49;45;45;47;42;45;60;38;40;64;41;45;45;41;40;42;52;53;42;45;47;42;67;44;46;46;44;40;42;65;47;43;47;44;8;7;10;45;6;3;11;27;3;7;47;29;58;5;7;4;30;16;11;10;13;40;12;6;0;28;7;68;4;23;12;23;7;13;30;10;8;7;28;43;5;30;43;28;3;28;1;0;46;3;53;16;50;18;50;57;10;25;24;37;22;18;46;53;20;23;43;42;39;47;27;18;36;13;26;45;11;37;22;44;25;41;23;11;17;54;29;19;36;21;26;20;16;29;30;45;48;46;26;39
Iris-versicolor;30;42;26;27;31;35;28;30;24;28;33;31;43;40;39;38;31;29;35;33;32;31;22;28;34;44;29;31;29;29;28;28;38;37;28;25;29;28;41;30;28;20;26;28;36;41;35;27;33;28;54;53;56;5;50;47;57;41;49;41;65;65;14;51;39;50;68;50;49;36;59;6;50;48;46;66;51;30;50;43;36;45;39;55;68;56;54;45;62;3;43;68;3;42;43;62;45;46;0;43;25;58;88;64;88;95;48;71;62;83;64;60;84;11;64;69;81;88;79;9;73;58;76;55;72;17;55;75;66;82;69;83;67;55;57;92;75;65;74;67;72;66;58;75;76;83;10;80;72;77
Iris-versicolor;45;63;43;40;46;44;43;43;39;41;46;42;64;67;64;51;48;44;44;46;41;44;59;37;39;61;40;44;44;40;39;41;51;52;41;44;46;41;64;43;45;43;43;39;41;62;46;42;46;43;11;10;13;42;7;4;14;24;6;4;44;28;55;8;6;7;31;13;12;7;16;37;13;7;3;29;8;65;7;20;9;20;4;14;31;13;11;8;25;40;6;31;40;25;2;27;2;3;43;0;52;17;51;21;51;58;11;28;25;40;25;19;47;50;21;26;44;45;40;44;30;19;37;14;29;44;12;38;23;45;26;44;24;12;18;55;32;22;37;24;29;23;17;32;33;46;45;47;29;40
Iris-virginica;33;61;31;34;34;38;31;33;35;35;36;34;62;59;58;41;34;32;38;36;35;34;31;31;37;63;32;34;32;34;35;31;41;40;35;30;32;35;60;33;31;39;31;31;39;60;38;32;36;31;53;50;55;24;55;56;50;60;56;50;84;76;37;56;46;51;79;65;60;55;50;19;61;59;53;79;58;39;53;60;55;64;52;60;79;49;53;60;77;22;58;81;22;61;54;79;52;53;25;52;0;57;87;61;85;94;55;68;67;58;69;59;83;32;51;50;86;69;72;22;54;71;89;56;55;8;54;80;59;91;66;86;58;60;68;87;52;58;79;54;53;49;57;56;51;78;15;99;51;82
Iris-virginica;62;78;60;57;63;61;60;60;56;58;63;59;79;82;79;68;65;61;61;63;58;61;76;54;56;76;57;61;61;57;56;58;68;69;58;61;63;58;79;60;62;58;60;56;58;77;63;59;63;60;14;15;10;57;10;13;13;39;13;17;59;37;70;11;23;16;34;28;15;22;9;54;8;12;16;36;9;72;12;35;24;35;19;3;34;16;12;17;40;55;15;34;55;40;15;40;17;16;58;17;57;0;34;8;34;41;10;15;10;25;22;2;30;65;6;11;29;30;23;55;15;20;34;3;14;51;5;27;8;34;11;41;9;5;11;38;17;9;28;9;14;8;0;17;18;29;48;42;14;25
Iris-virginica;96;64;94;91;97;95;94;94;90;92;97;93;65;68;67;102;99;95;95;97;92;95;110;88;90;62;91;95;95;91;90;92;102;103;92;95;97;92;65;94;96;84;94;90;92;63;97;93;97;94;48;49;44;83;44;47;47;67;47;51;45;23;94;45;57;50;20;62;39;52;43;88;38;46;50;22;43;58;46;67;52;63;53;37;20;50;46;43;26;85;47;20;87;66;49;26;51;50;88;51;87;34;0;32;2;7;40;33;26;39;56;32;4;95;36;37;7;44;35;79;33;54;52;37;32;85;39;13;28;6;29;59;29;39;33;4;37;35;14;33;34;38;34;31;36;9;78;26;38;11
Iris-virginica;64;84;62;59;65;63;62;62;58;60;65;61;85;88;85;70;67;63;63;65;60;63;78;56;58;82;59;63;63;59;58;60;70;71;60;63;65;60;85;62;64;64;62;58;60;83;65;61;65;62;16;17;12;63;14;17;15;45;15;23;65;43;76;13;25;18;40;34;21;28;11;58;14;16;18;42;13;78;14;41;30;41;25;9;40;18;14;23;46;61;21;40;61;46;21;46;19;18;64;21;61;8;32;0;32;39;16;7;6;19;24;6;30;71;12;11;27;24;21;61;9;24;28;9;8;53;9;33;4;30;7;33;5;9;7;36;11;3;34;7;8;12;8;11;12;35;56;46;12;31
Iris-virginica;96;64;94;91;97;95;94;94;90;92;97;93;65;68;67;102;99;95;95;97;92;95;110;88;90;62;91;95;95;91;90;92;102;103;92;95;97;92;65;94;96;84;94;90;92;63;97;93;97;94;48;49;44;83;44;47;47;67;47;51;45;23;94;45;57;50;20;62;39;52;43;88;38;46;50;22;43;58;46;67;52;63;53;37;20;50;46;43;26;85;47;20;87;66;49;26;51;50;88;51;85;34;2;32;0;9;40;35;26;39;56;32;4;95;34;35;7;44;35;79;31;54;54;37;32;85;39;13;28;6;31;61;27;39;33;4;35;35;14;33;32;36;34;31;34;7;78;26;36;11
Iris-virginica;103;71;101;98;104;102;101;101;97;99;104;100;72;75;74;109;106;102;102;104;99;102;117;95;97;69;98;102;102;98;97;99;109;110;99;102;104;99;72;101;103;91;101;97;99;70;104;100;104;101;55;56;51;90;51;54;54;74;54;58;52;30;101;52;64;57;27;69;46;59;50;95;45;53;57;29;50;65;53;74;59;70;60;44;27;57;53;50;33;92;54;27;94;73;56;33;58;57;95;58;94;41;7;39;9;0;47;32;33;42;63;39;11;102;43;44;14;37;28;86;40;61;45;44;39;92;46;20;35;13;32;56;36;46;40;7;44;42;21;40;41;45;41;38;43;16;85;33;45;18
Iris-virginica;56;68;54;51;57;55;54;54;50;52;57;53;69;72;69;62;59;55;55;57;52;55;70;48;50;66;51;55;55;51;50;52;62;63;52;55;57;52;69;54;56;48;54;50;52;67;57;53;57;54;12;9;12;47;6;7;11;29;9;11;49;27;60;9;17;10;24;22;5;12;11;48;6;10;10;26;9;62;6;27;14;25;13;9;24;10;10;7;30;45;7;26;47;30;9;30;11;10;48;11;55;10;40;16;40;47;0;23;14;35;28;12;36;55;16;21;33;40;31;45;25;22;40;7;24;47;7;27;18;36;21;47;19;11;15;44;27;17;26;19;24;18;10;27;28;35;42;44;24;29
Iris-virginica;71;91;69;66;72;70;69;69;65;67;72;68;92;95;92;77;74;70;70;72;67;70;85;63;65;89;66;70;70;66;65;67;77;78;67;70;72;67;92;69;71;71;69;65;67;90;72;68;72;69;23;24;19;70;21;24;22;52;22;30;72;50;83;20;32;25;47;41;28;35;18;65;21;23;25;49;20;85;21;48;37;48;32;16;47;25;21;30;53;68;28;47;68;53;28;53;26;25;71;28;68;15;33;7;35;32;23;0;9;16;31;13;37;78;19;18;34;17;14;68;14;31;21;16;13;60;16;40;11;33;4;26;12;16;14;33;18;10;41;14;15;19;15;12;17;42;63;53;19;38
Iris-virginica;70;82;68;65;71;69;68;68;64;66;71;67;83;86;83;76;73;69;69;71;66;69;84;62;64;80;65;69;69;65;64;66;76;77;66;69;71;66;83;68;70;62;68;64;66;81;71;67;71;68;22;23;18;61;18;21;21;43;21;25;63;41;74;19;31;24;38;36;19;26;17;62;12;20;24;40;17;76;20;41;28;39;27;11;38;24;20;21;44;59;21;38;61;44;23;44;25;24;62;25;67;10;26;6;26;33;14;9;0;21;30;8;28;69;16;17;25;26;17;59;13;28;28;11;12;59;13;31;8;24;7;35;9;13;7;30;17;9;32;13;14;18;10;13;16;33;54;44;18;29
Iris-virginica;71;103;75;74;70;68;71;71;77;75;70;70;104;107;104;75;72;70;68;70;69;68;83;67;67;101;68;70;72;72;73;69;75;76;75;76;72;75;104;71;71;83;75;65;65;102;70;74;70;73;29;30;27;82;33;36;26;64;34;42;84;62;95;32;44;33;59;53;40;47;24;77;33;35;37;61;32;97;33;60;49;60;44;28;59;27;29;42;65;80;40;59;80;65;40;65;38;37;83;40;58;25;39;19;39;42;35;16;21;0;37;23;43;90;19;14;46;11;20;80;10;43;37;28;11;66;28;52;17;45;14;28;16;28;26;35;8;18;53;16;11;17;25;8;7;44;73;65;11;50
Iris-virginica;40;66;38;37;41;43;40;38;40;38;41;37;67;70;67;50;47;41;41;43;36;43;54;38;34;64;39;39;39;35;36;40;46;47;38;39;41;38;67;38;42;48;38;42;40;67;41;37;41;38;16;19;16;67;22;21;19;27;19;29;47;51;58;19;29;20;48;16;29;28;19;62;22;18;22;48;19;90;22;23;30;23;27;19;48;22;18;27;50;65;23;46;63;28;25;48;23;22;64;25;69;22;56;24;56;63;28;31;30;37;0;24;52;53;26;23;49;42;45;69;27;6;20;23;26;61;23;47;28;50;31;19;29;17;23;60;29;21;48;23;28;22;22;29;30;51;70;30;26;45
