 ;Iris-setosa;Iris-setosa1;Iris-setosa2;Iris-setosa3;Iris-setosa4;Iris-setosa5;Iris-setosa6;Iris-setosa7;Iris-setosa8;Iris-setosa9;Iris-setosa10;Iris-setosa11;Iris-setosa12;Iris-setosa13;Iris-setosa14;Iris-setosa15;Iris-setosa16;Iris-setosa17;Iris-setosa18;Iris-setosa19;Iris-setosa20;Iris-setosa21;Iris-setosa22;Iris-setosa23;Iris-setosa24;Iris-setosa25;Iris-setosa26;Iris-setosa27;Iris-setosa28;Iris-setosa29;Iris-setosa30;Iris-setosa31;Iris-setosa32;Iris-setosa33;Iris-setosa34;Iris-setosa35;Iris-setosa36;Iris-setosa37;Iris-setosa38;Iris-setosa39;Iris-setosa40;Iris-setosa41;Iris-setosa42;Iris-setosa43;Iris-setosa44;Iris-setosa45;Iris-setosa46;Iris-setosa47;Iris-setosa48;Iris-setosa49;Iris-versicolor;Iris-versicolor51;Iris-versicolor52;Iris-versicolor53;Iris-versicolor54;Iris-versicolor55;Iris-versicolor56;Iris-versicolor57;Iris-versicolor58;Iris-versicolor59;Iris-versicolor60;Iris-versicolor61;Iris-versicolor62;Iris-versicolor63;Iris-versicolor64;Iris-versicolor65;Iris-versicolor66;Iris-versicolor67;Iris-versicolor68;Iris-versicolor69;Iris-versicolor70;Iris-versicolor71;Iris-versicolor72;Iris-versicolor73;Iris-versicolor74;Iris-versicolor75;Iris-versicolor76;Iris-versicolor77;Iris-versicolor78;Iris-versicolor79;Iris-versicolor80;Iris-versicolor81;Iris-versicolor82;Iris-versicolor83;Iris-versicolor84;Iris-versicolor85;Iris-versicolor86;Iris-versicolor87;Iris-versicolor88;Iris-versicolor89;Iris-versicolor90;Iris-versicolor91;Iris-versicolor92;Iris-versicolor93;Iris-versicolor94;Iris-versicolor95;Iris-versicolor96;Iris-versicolor97;Iris-versicolor98;Iris-versicolor99;Iris-virginica;Iris-virginica101;Iris-virginica102;Iris-virginica103;Iris-virginica104;Iris-virginica105;Iris-virginica106;Iris-virginica107;Iris-virginica108;Iris-virginica109;Iris-virginica110;Iris-virginica111;Iris-virginica112;Iris-virginica113;Iris-virginica114;Iris-virginica115;Iris-virginica116;Iris-virginica117;Iris-virginica118;Iris-virginica119;Iris-virginica120;Iris-virginica121;Iris-virginica122;Iris-virginica123;Iris-virginica124;Iris-virginica125;Iris-virginica126;Iris-virginica127;Iris-virginica128;Iris-virginica129;Iris-virginica130;Iris-virginica131;Iris-virginica132;Iris-virginica133;Iris-virginica134;Iris-virginica135;Iris-virginica136;Iris-virginica137;Iris-virginica138;Iris-virginica139;Iris-virginica140;Iris-virginica141;Iris-virginica142;Iris-virginica143;Iris-virginica144;Iris-virginica145;Iris-virginica146;Iris-virginica147;Iris-virginica148;Iris-virginica149
Iris-virginica;64;80;62;59;65;63;62;62;58;60;65;61;81;84;81;70;67;63;63;65;60;63;78;56;58;78;59;63;63;59;58;60;70;71;60;63;65;60;81;62;64;60;62;58;60;79;65;61;65;62;16;17;12;59;12;15;15;41;15;19;61;39;72;13;25;18;36;30;17;24;11;56;10;14;18;38;11;74;14;37;26;37;21;5;36;18;14;19;42;57;17;36;57;42;17;42;19;18;60;19;59;2;32;6;32;39;12;13;8;23;24;0;28;67;8;9;27;28;21;57;13;22;32;5;12;53;7;29;6;32;9;39;7;7;9;36;15;7;30;7;12;10;2;15;16;29;50;42;12;27
Iris-virginica;92;60;90;87;93;91;90;90;86;88;93;89;61;64;63;98;95;91;91;93;88;91;106;84;86;58;87;91;91;87;86;88;98;99;88;91;93;88;61;90;92;80;90;86;88;59;93;89;93;90;44;45;40;79;40;43;43;63;43;47;41;19;90;41;53;46;16;58;35;48;39;84;34;42;46;18;39;54;42;63;48;59;49;33;16;46;42;39;22;81;43;16;83;62;45;22;47;46;84;47;83;30;4;30;4;11;36;37;28;43;52;28;0;91;32;33;3;48;39;75;33;50;56;33;32;81;35;9;26;8;33;63;27;35;31;8;35;31;10;29;32;34;30;35;36;5;74;22;34;7
Iris-virginica;19;31;15;16;20;28;19;19;13;17;22;20;32;29;28;31;24;20;26;24;21;24;15;23;23;33;22;20;18;18;17;21;27;26;17;14;18;17;30;19;19;11;15;25;29;32;24;16;22;17;61;60;63;14;57;54;64;30;56;48;54;72;5;58;46;57;75;39;56;43;66;15;57;55;53;73;58;37;57;32;43;34;46;62;75;63;61;52;69;12;50;75;12;31;50;69;52;53;11;50;32;65;95;71;95;102;55;78;69;90;53;67;91;0;71;76;88;95;86;16;80;47;65;62;79;24;62;82;73;89;76;72;74;62;64;99;82;72;81;74;79;73;65;82;83;90;17;69;79;84
Iris-virginica;66;84;64;61;67;65;64;64;60;62;67;63;85;88;85;72;69;65;65;67;62;65;80;58;60;82;61;65;65;61;60;62;72;73;62;65;67;62;85;64;66;64;64;60;62;83;67;63;67;64;18;19;14;63;14;17;17;45;17;23;65;43;76;15;27;20;40;34;21;28;13;58;14;16;20;42;13;78;16;41;30;41;25;9;40;20;16;23;46;61;21;40;61;46;21;46;21;20;64;21;51;6;36;12;34;43;16;19;16;19;26;8;32;71;0;7;35;28;21;61;11;24;38;9;14;55;9;33;8;40;15;45;7;9;17;36;11;13;34;9;8;4;6;13;12;27;54;48;10;31
Iris-virginica;63;89;61;60;64;62;61;61;63;61;64;60;90;93;90;69;66;62;62;64;59;62;77;55;57;87;58;62;62;58;59;59;69;70;61;62;64;61;90;61;63;69;61;57;59;88;64;60;64;61;15;16;13;68;19;22;14;50;20;28;70;48;81;18;30;19;45;39;26;33;10;63;19;21;23;47;18;83;19;46;35;46;30;14;45;17;15;28;51;66;26;45;66;51;26;51;24;23;69;26;50;11;37;11;35;44;21;18;17;14;23;9;33;76;7;0;36;21;22;66;4;29;39;14;7;52;14;38;9;41;16;38;8;14;18;37;6;8;39;4;5;3;11;6;7;30;59;51;3;36
Iris-virginica;89;57;87;84;90;88;87;87;83;85;90;86;58;61;60;95;92;88;88;90;85;88;103;81;83;55;84;88;88;84;83;85;95;96;85;88;90;85;58;87;89;77;87;83;85;56;90;86;90;87;41;42;37;76;37;40;40;60;40;44;38;16;87;38;50;43;13;55;32;45;36;81;31;39;43;15;36;51;39;60;45;56;46;30;13;43;39;36;19;78;40;13;80;59;42;19;44;43;81;44;86;29;7;27;7;14;33;34;25;46;49;27;3;88;35;36;0;51;42;72;36;47;53;30;35;78;32;6;29;5;32;60;30;32;28;11;38;28;7;32;35;37;29;38;39;8;73;19;37;4
Iris-virginica;76;108;80;79;75;69;76;76;82;80;73;75;109;112;109;76;73;75;69;71;74;71;88;72;72;106;73;75;77;77;78;74;76;77;80;81;77;80;109;76;76;88;80;70;66;107;71;79;73;78;34;35;32;87;38;41;31;69;39;47;89;67;100;37;49;38;64;58;45;52;29;82;38;40;42;66;37;102;38;65;54;65;49;33;64;32;34;47;70;85;45;64;85;70;45;70;43;42;88;45;69;30;44;24;44;37;40;17;26;11;42;28;48;95;28;21;51;0;15;85;17;48;30;33;16;71;33;57;22;50;19;23;21;33;31;42;17;23;58;21;20;24;30;15;18;51;78;70;18;55
Iris-virginica;85;99;83;80;86;84;83;83;79;81;86;82;100;103;100;91;88;84;84;86;81;84;99;77;79;97;80;84;84;80;79;81;91;92;81;84;86;81;100;83;85;79;83;79;81;98;86;82;86;83;37;38;33;78;33;36;36;60;36;40;80;58;91;34;46;39;55;51;36;43;32;77;29;35;39;57;32;93;35;56;45;56;42;26;55;39;35;38;61;76;36;55;76;61;38;61;40;39;79;40;72;23;35;21;35;28;31;14;17;20;45;21;39;86;21;22;42;15;0;76;18;43;25;26;21;74;28;48;17;41;14;38;16;28;22;31;22;24;49;22;19;23;23;16;21;40;69;61;23;46
Iris-virginica;35;41;31;32;36;40;33;35;29;33;38;36;42;39;38;43;36;34;40;38;37;36;31;33;39;43;34;36;34;34;33;33;43;42;33;30;34;33;40;35;33;21;31;33;41;40;40;32;38;33;53;50;53;4;47;48;54;44;50;40;64;56;15;50;40;49;59;55;40;41;56;9;47;51;47;59;50;21;47;48;39;48;42;52;59;53;51;42;57;6;46;61;8;43;44;59;46;47;9;44;22;55;79;61;79;86;45;68;59;80;69;57;75;16;61;66;72;85;76;0;70;63;81;52;69;14;52;66;63;73;66;88;64;52;56;83;72;62;65;64;69;63;55;72;73;74;7;79;69;68
Iris-virginica;67;93;65;64;68;66;65;65;67;65;68;64;94;97;94;73;70;66;66;68;63;66;81;59;61;91;62;66;66;62;63;63;73;74;65;66;68;65;94;65;67;73;65;61;63;92;68;64;68;65;19;20;17;72;23;26;18;54;24;32;74;52;85;22;34;23;49;43;30;37;14;67;23;25;27;51;22;87;23;50;39;50;34;18;49;21;19;32;55;70;30;49;70;55;30;55;28;27;73;30;54;15;33;9;31;40;25;14;13;10;27;13;33;80;11;4;36;17;18;70;0;33;35;18;3;56;18;42;7;37;12;34;6;18;16;33;4;8;43;6;3;7;15;2;3;34;63;55;5;40
Iris-virginica;42;60;40;37;43;45;42;40;36;38;43;39;61;64;61;52;49;43;43;45;38;45;56;40;36;58;41;41;41;37;36;42;48;49;38;41;43;38;61;40;44;42;40;44;42;61;43;39;43;40;18;21;16;61;16;15;21;21;15;23;41;45;52;15;25;20;42;10;23;22;21;56;16;12;18;42;13;84;18;17;24;17;21;17;42;24;18;21;44;59;17;40;57;22;19;42;19;18;58;19;71;20;54;24;54;61;22;31;28;43;6;22;50;47;24;29;47;48;43;63;33;0;18;17;32;63;17;41;26;48;29;25;27;15;21;58;35;25;42;27;32;26;20;35;36;49;64;28;32;43
Iris-virginica;60;78;58;55;61;63;60;58;54;56;61;57;79;82;79;70;67;61;61;63;56;63;74;58;54;76;59;59;59;55;54;60;66;67;56;59;61;56;79;58;62;60;58;62;60;79;61;57;61;58;36;39;34;79;34;33;39;39;33;41;59;63;70;33;43;38;60;28;41;40;39;74;34;30;36;60;31;102;36;35;42;35;39;31;60;42;36;39;62;77;35;58;75;40;37;60;37;36;76;37;89;34;52;28;54;45;40;21;28;37;20;32;56;65;38;39;53;30;25;81;35;18;0;35;34;81;35;59;30;48;23;13;31;29;25;52;39;31;60;35;36;40;34;33;38;61;82;40;40;57
Iris-virginica;59;75;57;54;60;58;57;57;53;55;60;56;76;79;76;65;62;58;58;60;55;58;73;51;53;73;54;58;58;54;53;55;65;66;55;58;60;55;76;57;59;55;57;53;55;74;60;56;60;57;11;12;7;54;7;10;10;36;10;14;56;34;67;8;20;13;31;25;12;19;6;51;5;9;13;33;6;69;9;32;21;32;16;4;31;13;9;14;37;52;12;31;52;37;12;37;14;13;55;14;56;3;37;9;37;44;7;16;11;28;23;5;33;62;9;14;30;33;26;52;18;17;35;0;17;48;2;24;11;35;14;42;12;6;12;41;20;10;25;12;17;11;3;20;21;32;47;43;17;26
Iris-virginica;64;92;64;63;65;63;62;62;66;64;65;61;93;96;93;70;67;63;63;65;60;63;78;56;58;90;59;63;63;61;62;60;70;71;64;65;65;64;93;62;64;72;64;58;60;91;65;63;65;62;18;19;16;71;22;25;15;53;23;31;73;51;84;21;33;22;48;42;29;36;13;66;22;24;26;50;21;86;22;49;38;49;33;17;48;18;18;31;54;69;29;48;69;54;29;54;27;26;72;29;55;14;32;8;32;39;24;13;12;11;26;12;32;79;14;7;35;16;21;69;3;32;34;17;0;55;17;41;6;36;11;31;7;17;15;36;5;7;42;5;6;10;14;5;4;37;62;54;6;39
Iris-virginica;27;53;23;26;28;32;25;27;27;27;30;28;54;51;50;35;28;26;32;30;29;28;25;25;31;55;26;28;26;26;27;25;35;34;27;22;26;27;52;27;25;31;23;25;33;52;32;24;30;25;45;42;47;16;47;48;44;52;48;42;76;68;29;48;38;43;71;57;52;47;42;11;53;51;45;71;50;31;45;52;47;56;44;52;71;43;45;52;69;14;50;73;14;53;46;71;44;45;17;44;8;51;85;53;85;92;47;60;59;66;61;53;81;24;55;52;78;71;74;14;56;63;81;48;55;0;46;72;57;83;60;80;58;52;60;89;58;50;71;52;57;51;51;58;59;80;9;91;55;74
Iris-virginica;57;75;55;52;58;56;55;55;51;53;58;54;76;79;76;63;60;56;56;58;53;56;71;49;51;73;52;56;56;52;51;53;63;64;53;56;58;53;76;55;57;55;55;51;53;74;58;54;58;55;9;10;7;54;5;8;8;36;8;14;56;34;67;6;18;11;31;25;12;19;4;49;7;7;11;33;4;69;7;32;21;32;16;6;31;11;7;14;37;52;12;31;52;37;12;37;12;11;55;12;54;5;39;9;39;46;7;16;13;28;23;7;35;62;9;14;32;33;28;52;18;17;35;2;17;46;0;26;11;37;14;42;12;6;14;43;20;10;25;12;17;11;5;20;21;34;47;45;17;28
Iris-virginica;83;51;81;78;84;82;81;81;77;79;84;80;52;55;54;89;86;82;82;84;79;82;97;75;77;49;78;82;82;78;77;79;89;90;79;82;84;79;52;81;83;71;81;77;79;50;84;80;84;81;35;36;31;70;31;34;34;54;34;38;32;10;81;32;44;37;7;49;26;39;30;75;25;33;37;9;30;45;33;54;39;50;40;28;7;37;33;30;13;72;34;7;74;53;36;13;38;37;75;38;80;27;13;33;13;20;27;40;31;52;47;29;9;82;33;38;6;57;48;66;42;41;59;24;41;72;26;0;35;11;38;66;36;30;34;17;44;34;1;36;41;35;27;44;45;8;67;19;41;2
Iris-virginica;68;86;66;63;69;67;66;66;62;64;69;65;87;90;87;74;71;67;67;69;64;67;82;60;62;84;63;67;67;63;62;64;74;75;64;67;69;64;87;66;68;66;66;62;64;85;69;65;69;66;20;21;16;65;16;19;19;47;19;25;67;45;78;17;29;22;42;36;23;30;15;60;16;18;22;44;15;80;18;43;32;43;27;11;42;22;18;25;48;63;23;42;63;48;23;48;23;22;66;23;59;8;28;4;28;35;18;11;8;17;28;6;26;73;8;9;29;22;17;63;7;26;30;11;6;57;11;35;0;32;7;37;1;11;9;32;9;7;36;5;6;10;8;9;10;31;56;48;10;33
Iris-virginica;90;58;88;85;91;89;88;88;84;86;91;87;59;62;61;96;93;89;89;91;86;89;104;82;84;56;85;89;89;85;84;86;96;97;86;89;91;86;59;88;90;78;88;84;86;57;91;87;91;88;42;43;38;77;38;41;41;61;41;45;39;17;88;39;51;44;14;56;33;46;41;82;32;40;44;16;37;54;40;61;46;57;47;31;14;44;40;37;20;79;41;14;81;60;43;20;45;44;82;45;91;34;6;30;6;13;36;33;24;45;50;32;8;89;40;41;5;50;41;73;37;48;48;35;36;83;37;11;32;0;31;55;33;33;27;10;41;33;12;37;38;42;34;37;40;13;78;20;42;9
Iris-virginica;71;89;69;66;72;70;69;69;65;67;72;68;90;93;90;77;74;70;70;72;67;70;85;63;65;87;66;70;70;66;65;67;77;78;67;70;72;67;90;69;71;69;69;65;67;88;72;68;72;69;23;24;19;68;19;22;22;50;22;28;70;48;81;20;32;25;45;39;26;33;18;63;19;21;25;47;18;83;21;46;35;46;30;14;45;25;21;28;51;66;26;45;66;51;26;51;26;25;69;26;66;11;29;7;31;32;21;4;7;14;31;9;33;76;15;16;32;19;14;66;12;29;23;14;11;60;14;38;7;31;0;30;8;14;12;29;16;10;39;12;13;17;11;10;15;38;59;51;17;36
Iris-virginica;53;85;57;56;52;50;55;53;59;57;50;52;86;89;86;57;54;54;48;50;51;52;65;55;49;83;54;52;54;54;55;55;53;54;57;58;54;57;86;53;55;67;57;55;47;86;48;56;50;55;35;38;35;86;41;40;36;46;38;48;66;70;77;38;48;39;67;35;48;47;38;81;41;37;41;67;38;109;41;42;49;42;46;38;67;37;37;46;69;84;42;65;82;47;44;67;42;41;83;44;86;41;59;33;61;56;47;26;35;28;19;39;63;72;45;38;60;23;38;88;34;25;13;42;31;80;42;66;37;55;30;0;38;36;32;59;34;32;67;36;37;41;41;32;35;68;89;47;35;64
Iris-virginica;69;87;67;64;70;68;67;67;63;65;70;66;88;91;88;75;72;68;68;70;65;68;83;61;63;85;64;68;68;64;63;65;75;76;65;68;70;65;88;67;69;67;67;63;65;86;70;66;70;67;21;22;17;66;17;20;20;48;20;26;68;46;79;18;30;23;43;37;24;31;16;61;17;19;23;45;16;81;19;44;33;44;28;12;43;23;19;26;49;64;24;43;64;49;24;49;24;23;67;24;58;9;29;5;27;36;19;12;9;16;29;7;27;74;7;8;30;21;16;64;6;27;31;12;7;58;12;36;1;33;8;38;0;12;10;31;8;8;37;6;5;9;9;8;9;30;57;49;9;34
Iris-virginica;57;75;55;52;58;56;55;55;51;53;58;54;76;79;76;63;60;56;56;58;53;56;71;49;51;73;52;56;56;52;51;53;63;64;53;56;58;53;76;55;57;55;55;51;53;74;58;54;58;55;9;10;5;54;5;8;10;36;8;14;56;34;67;6;18;11;31;25;12;19;10;49;5;7;11;33;4;73;7;32;21;32;16;2;31;13;7;14;37;52;12;31;52;37;12;37;12;11;55;12;60;5;39;9;39;46;11;16;13;28;17;7;35;62;9;14;32;33;28;52;18;15;29;6;17;52;6;30;11;33;14;36;12;0;8;43;20;10;31;12;17;11;5;20;21;34;53;39;17;28
Iris-virginica;63;77;61;58;64;62;61;61;57;59;64;60;78;81;78;69;66;62;62;64;59;62;77;55;57;75;58;62;62;58;57;59;69;70;59;62;64;59;78;61;63;57;61;57;59;76;64;60;64;61;15;18;13;56;13;14;18;38;14;18;58;38;69;12;24;17;35;29;16;21;18;55;9;13;17;35;10;77;15;34;23;34;20;8;35;21;15;16;39;54;14;33;54;39;16;39;18;17;57;18;68;11;33;7;33;40;15;14;7;26;23;9;31;64;17;18;28;31;22;56;16;21;25;12;15;60;14;34;9;27;12;32;10;8;0;37;18;10;35;14;15;19;11;18;19;36;57;39;19;32
Iris-virginica;100;68;98;95;101;99;98;98;94;96;101;97;69;72;71;106;103;99;99;101;96;99;114;92;94;66;95;99;99;95;94;96;106;107;96;99;101;96;69;98;100;88;98;94;96;67;101;97;101;98;52;53;48;87;48;51;51;71;51;55;49;27;98;49;61;54;24;66;43;56;47;92;42;50;54;26;47;62;50;71;56;67;57;41;24;54;50;47;30;89;51;24;91;70;53;30;55;54;92;55;87;38;4;36;4;7;44;33;30;35;60;36;8;99;36;37;11;42;31;83;33;58;52;41;36;89;43;17;32;10;29;59;31;43;37;0;37;39;18;37;34;38;38;31;36;9;82;30;38;15
Iris-virginica;65;95;67;66;66;64;63;63;69;67;66;62;96;99;96;71;68;64;64;66;61;64;79;59;59;93;60;64;64;64;65;61;71;72;67;68;66;67;96;63;65;75;67;59;61;94;66;66;66;65;21;22;19;74;25;28;18;56;26;34;76;54;87;24;36;25;51;45;32;39;16;69;25;27;29;53;24;89;25;52;41;52;36;20;51;19;21;34;57;72;32;51;72;57;32;57;30;29;75;32;52;17;37;11;35;44;27;18;17;8;29;15;35;82;11;6;38;17;22;72;4;35;39;20;5;58;20;44;9;41;16;34;8;20;18;37;0;10;45;8;3;9;17;6;3;36;65;57;3;42
Iris-virginica;61;85;59;56;62;60;59;59;59;57;62;58;86;89;86;67;64;60;60;62;57;60;75;53;55;83;56;60;60;56;55;57;67;68;57;60;62;57;86;59;61;65;59;55;57;84;62;58;62;59;13;14;9;64;15;18;12;46;16;24;66;44;77;14;26;15;41;35;22;29;8;59;15;17;19;43;14;79;15;42;31;42;26;10;41;15;11;24;47;62;22;41;62;47;22;47;20;19;65;22;58;9;35;3;35;42;17;10;9;18;21;7;31;72;13;8;28;23;24;62;8;25;31;10;7;50;10;34;7;33;10;32;8;10;10;39;10;0;35;4;7;9;9;10;11;36;57;47;9;32
Iris-virginica;82;50;80;77;83;81;80;80;76;78;83;79;51;54;53;88;85;81;81;83;78;81;96;74;76;48;77;81;81;77;76;78;88;89;78;81;83;78;51;80;82;70;80;76;78;49;83;79;83;80;34;35;32;69;30;33;33;53;33;37;31;9;80;31;43;36;6;48;25;38;29;74;26;32;36;8;29;44;32;53;38;49;39;29;6;36;32;29;12;71;33;6;73;52;35;12;37;36;74;37;79;28;14;34;14;21;26;41;32;53;48;30;10;81;34;39;7;58;49;65;43;42;60;25;42;71;25;1;36;12;39;67;37;31;35;18;45;35;0;37;42;36;28;45;46;9;66;20;42;3
Iris-virginica;63;87;61;58;64;62;61;61;61;59;64;60;88;91;88;69;66;62;62;64;59;62;77;55;57;85;58;62;62;58;57;59;69;70;59;62;64;59;88;61;63;67;61;57;59;86;64;60;64;61;15;16;11;66;17;20;14;48;18;26;68;46;79;16;28;17;43;37;24;31;10;61;17;19;21;45;16;81;17;44;33;44;28;12;43;17;13;26;49;64;24;43;64;49;24;49;22;21;67;24;54;9;33;7;33;40;19;14;13;16;23;7;29;74;9;4;32;21;22;64;6;27;35;12;5;52;12;36;5;37;12;36;6;12;14;37;8;4;37;0;5;5;9;8;9;32;57;49;5;34
Iris-virginica;68;92;66;63;69;67;66;66;66;64;69;65;93;96;93;74;71;67;67;69;64;67;82;60;62;90;63;67;67;63;62;64;74;75;64;67;69;64;93;66;68;72;66;62;64;91;69;65;69;66;20;21;16;71;22;25;19;53;23;31;73;51;84;21;33;22;48;42;29;36;15;66;22;24;26;50;21;86;22;49;38;49;33;17;48;22;18;31;54;69;29;48;69;54;29;54;27;26;72;29;53;14;34;8;32;41;24;15;14;11;28;12;32;79;8;5;35;20;19;69;3;32;36;17;6;57;17;41;6;38;13;37;5;17;15;34;3;7;42;5;0;6;14;5;4;33;62;54;6;39
Iris-virginica;62;86;60;57;63;61;60;60;60;58;63;59;87;90;87;68;65;61;61;63;58;61;76;54;56;84;57;61;61;57;56;58;68;69;58;61;63;58;87;60;62;66;60;56;58;85;63;59;63;60;14;15;10;65;16;19;13;47;17;25;67;45;78;15;27;16;42;36;23;30;9;60;16;18;20;44;15;80;16;43;32;43;27;11;42;16;12;25;48;63;23;42;63;48;23;48;21;20;66;23;49;8;38;12;36;45;18;19;18;17;22;10;34;73;4;3;37;24;23;63;7;26;40;11;10;51;11;35;10;42;17;41;9;11;19;38;9;9;36;5;6;0;8;9;10;29;56;50;6;33
Iris-virginica;62;78;60;57;63;61;60;60;56;58;63;59;79;82;79;68;65;61;61;63;58;61;76;54;56;76;57;61;61;57;56;58;68;69;58;61;63;58;79;60;62;58;60;56;58;77;63;59;63;60;14;15;10;57;10;13;13;39;13;17;59;37;70;11;23;16;34;28;15;22;9;54;8;12;16;36;9;72;12;35;24;35;19;3;34;16;12;17;40;55;15;34;55;40;15;40;17;16;58;17;57;0;34;8;34;41;10;15;10;25;22;2;30;65;6;11;29;30;23;55;15;20;34;3;14;51;5;27;8;34;11;41;9;5;11;38;17;9;28;9;14;8;0;17;18;29;48;42;14;25
Iris-virginica;69;95;67;66;70;68;67;67;69;67;70;66;96;99;96;75;72;68;68;70;65;68;83;61;63;93;64;68;68;64;65;65;75;76;67;68;70;67;96;67;69;75;67;63;65;94;70;66;70;67;21;22;19;74;25;28;20;56;26;34;76;54;87;24;36;25;51;45;32;39;16;69;25;27;29;53;24;89;25;52;41;52;36;20;51;23;21;34;57;72;32;51;72;57;32;57;30;29;75;32;56;17;31;11;31;38;27;12;13;8;29;15;35;82;13;6;38;15;16;72;2;35;33;20;5;58;20;44;9;37;10;32;8;20;18;31;6;10;45;8;5;9;17;0;5;36;65;57;7;42
Iris-virginica;68;96;68;67;69;67;66;66;70;68;69;65;97;100;97;74;71;67;67;69;64;67;82;60;62;94;63;67;67;65;66;64;74;75;68;69;69;68;97;66;68;76;68;62;64;95;69;67;69;66;22;23;20;75;26;29;19;57;27;35;77;55;88;25;37;26;52;46;33;40;17;70;26;28;30;54;25;90;26;53;42;53;37;21;52;22;22;35;58;73;33;52;73;58;33;58;31;30;76;33;51;18;36;12;34;43;28;17;16;7;30;16;36;83;12;7;39;18;21;73;3;36;38;21;4;59;21;45;10;40;15;35;9;21;19;36;3;11;46;9;4;10;18;5;0;37;66;58;6;43
Iris-virginica;91;59;89;86;92;90;89;89;85;87;92;88;60;63;62;97;94;90;90;92;87;90;105;83;85;57;86;90;90;86;85;87;97;98;87;90;92;87;60;89;91;79;89;85;87;58;92;88;92;89;43;44;39;78;39;42;42;62;42;46;40;18;89;40;52;45;15;57;34;47;38;83;33;41;45;17;38;53;41;62;47;58;48;32;15;45;41;38;21;80;42;15;82;61;44;21;46;45;83;46;78;29;9;35;7;16;35;42;33;44;51;29;5;90;27;30;8;51;40;74;34;49;61;32;37;80;34;8;31;13;38;68;30;34;36;9;36;36;9;32;33;29;29;36;37;0;73;21;33;6
Iris-virginica;36;48;32;33;37;41;34;36;30;34;39;37;49;46;45;44;37;35;41;39;38;37;32;34;40;50;35;37;35;35;34;34;44;43;34;31;35;34;47;36;34;26;32;34;42;47;41;33;39;34;54;51;54;9;48;49;53;47;51;41;71;63;22;51;41;50;66;56;47;42;51;10;48;52;48;66;51;24;48;49;42;51;43;51;66;52;52;47;64;7;47;68;9;48;45;66;47;48;10;45;15;48;78;56;78;85;42;63;54;73;70;50;74;17;54;59;73;78;69;7;63;64;82;47;62;9;47;67;56;78;59;89;57;53;57;82;65;57;66;57;62;56;48;65;66;73;0;86;62;69
Iris-virginica;70;38;68;65;71;73;70;68;64;66;71;67;39;42;41;80;77;71;71;73;66;73;84;68;64;36;69;69;69;65;64;70;76;77;66;69;71;66;39;68;72;60;68;72;70;39;71;67;71;68;46;49;44;79;44;43;49;41;43;49;19;23;68;43;53;48;20;36;39;44;49;84;38;40;46;20;41;62;46;41;44;37;47;39;20;52;46;39;22;81;41;18;81;40;45;20;47;46;80;47;99;42;26;46;26;33;44;53;44;65;30;42;22;69;48;51;19;70;61;79;55;28;40;43;54;91;45;19;48;20;51;47;49;39;39;30;57;47;20;49;54;50;42;57;58;21;86;0;54;17
Iris-virginica;62;92;64;63;63;61;60;60;66;64;63;59;93;96;93;68;65;61;61;63;58;61;76;56;56;90;57;61;61;61;62;58;68;69;64;65;63;64;93;60;62;72;64;56;58;91;63;63;63;62;18;19;16;71;22;25;15;53;23;31;73;51;84;21;33;22;48;42;29;36;13;66;22;24;26;50;21;86;22;49;38;49;33;17;48;16;18;31;54;69;29;48;69;54;29;54;27;26;72;29;51;14;38;12;36;45;24;19;18;11;26;12;34;79;10;3;37;18;23;69;5;32;40;17;6;55;17;41;10;42;17;35;9;17;19;38;3;9;42;5;6;6;14;7;6;33;62;54;0;39
Iris-virginica;85;53;83;80;86;84;83;83;79;81;86;82;54;57;56;91;88;84;84;86;81;84;99;77;79;51;80;84;84;80;79;81;91;92;81;84;86;81;54;83;85;73;83;79;81;52;86;82;86;83;37;38;33;72;33;36;36;56;36;40;34;12;83;34;46;39;9;51;28;41;32;77;27;35;39;11;32;47;35;56;41;52;42;26;9;39;35;32;15;74;36;9;76;55;38;15;40;39;77;40;82;25;11;31;11;18;29;38;29;50;45;27;7;84;31;36;4;55;46;68;40;43;57;26;39;74;28;2;33;9;36;64;34;28;32;15;42;32;3;34;39;33;25;42;43;6;69;17;39;0
